Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Head Data Science -Leading Company - Mumbai / Delhi,Hector And Streak Consulting,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,Few Hours Ago
Data Science Analyst,Celersoft,15-24 Yrs,Not disclosed,Noida,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,,28 Days Ago
Senior Data Analyst (Data Science),Trigyn Technologies,2-5 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,,7 Days Ago
Senior Manager - Data Science,AMERICAN EXPRESS,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,,4 Days Ago
Manager - Digital Product Analytics [Data Science],Resy,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,,1 Day Ago
Data Science - Intern,Slice,4-8 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,,11 Days Ago
Data Scientist Manager,Fortune India 500 Company in FMCG,1-3 Yrs,Unpaid,Hyderabad/Secunderabad,deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,17 Days Ago
Data Science Lead,Large Retail Corporate,4-9 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,2 Days Ago
,,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,4 Days Ago
,,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,4 Days Ago
,,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data ModelingPythonSQlDataData analysisScienceModelingData Science,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,1 Day Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,5 Days Ago
Senior Data Science Analyst,Alliance Data,6-10 Yrs,Not disclosed,Faridabad,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,23 Days Ago
Data Science - Senior Data Scientist,Paytm,8-10 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,1 Day Ago
Senior Manager-Data Science,Resy,7-10 Yrs,Not disclosed,Remote,Change managementSASCodingData miningPythonRstatistic techniquesDebugging,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,4 Days Ago
Data Science Specialist,Brunel,5-8 Yrs,Not disclosed,Remote,Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,Starts in 1-3 months
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,7-11 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,10 Days Ago
Advance Analytical and Data Sciences -Manager,G R Infraprojects,8-12 Yrs,Not disclosed,Gurgaon/Gurugram,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,1 Day Ago
Senior Analyst Data Science,Pepsi Foods,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,8 Days Ago
Data Science Engineer,Cognisure,2-4 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,1 Day Ago
"Senior Analyst, Data Science",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,15-24 Yrs,Not disclosed,Bangalore/Bengaluru,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,Few Hours Ago
Data Science Domain Manager,Coursera,2-5 Yrs,Not disclosed,Noida,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,28 Days Ago
Senior Divisional Manager- Data Science,TVS Motor,5-10 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,7 Days Ago
Data Science Consultant,Blue Yonder,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,4 Days Ago
Data Science & Analytics Professional,Onetick Technologies,4-8 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,1 Day Ago
Head Data Science -Leading Company - Mumbai / Delhi,Hector And Streak Consulting,1-3 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,11 Days Ago
Data Science Analyst,Celersoft,4-9 Yrs,Unpaid,Hyderabad/Secunderabad,Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,,17 Days Ago
Senior Data Analyst (Data Science),Trigyn Technologies,3-6 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,,2 Days Ago
Senior Manager - Data Science,AMERICAN EXPRESS,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,,4 Days Ago
Manager - Digital Product Analytics [Data Science],Resy,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data ModelingPythonSQlDataData analysisScienceModelingData Science,,4 Days Ago
Data Science - Intern,Slice,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,,1 Day Ago
Data Scientist Manager,Fortune India 500 Company in FMCG,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,5 Days Ago
Data Science Lead,Large Retail Corporate,8-10 Yrs,Not disclosed,Faridabad,Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,23 Days Ago
,,7-10 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",Change managementSASCodingData miningPythonRstatistic techniquesDebugging,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,1 Day Ago
,,5-8 Yrs,Not disclosed,Remote,Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,4 Days Ago
,,7-11 Yrs,Not disclosed,Remote,Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,Starts in 1-3 months
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,8-12 Yrs,Not disclosed,Gurgaon/Gurugram,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,10 Days Ago
Senior Data Science Analyst,Alliance Data,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,1 Day Ago
Data Science - Senior Data Scientist,Paytm,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,8 Days Ago
Senior Manager-Data Science,Resy,15-24 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,1 Day Ago
Data Science Specialist,Brunel,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,Few Hours Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,5-10 Yrs,Not disclosed,Noida,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,28 Days Ago
Advance Analytical and Data Sciences -Manager,G R Infraprojects,4-8 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,7 Days Ago
Senior Analyst Data Science,Pepsi Foods,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,4 Days Ago
Data Science Engineer,Cognisure,1-3 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,1 Day Ago
"Senior Analyst, Data Science",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,4-9 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,11 Days Ago
Data Science Domain Manager,Coursera,3-6 Yrs,Unpaid,Hyderabad/Secunderabad,Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,17 Days Ago
Senior Divisional Manager- Data Science,TVS Motor,3-8 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,2 Days Ago
Data Science Consultant,Blue Yonder,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Data ModelingPythonSQlDataData analysisScienceModelingData Science,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,4 Days Ago
Data Science & Analytics Professional,Onetick Technologies,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,4 Days Ago
Head Data Science -Leading Company - Mumbai / Delhi,Hector And Streak Consulting,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,1 Day Ago
Data Science Analyst,Celersoft,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,,5 Days Ago
Senior Data Analyst (Data Science),Trigyn Technologies,7-10 Yrs,Not disclosed,Faridabad,Change managementSASCodingData miningPythonRstatistic techniquesDebugging,,23 Days Ago
Senior Manager - Data Science,AMERICAN EXPRESS,5-8 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,,1 Day Ago
Manager - Digital Product Analytics [Data Science],Resy,7-11 Yrs,Not disclosed,Remote,Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,,4 Days Ago
Data Science - Intern,Slice,8-12 Yrs,Not disclosed,Remote,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,,Starts in 1-3 months
Data Scientist Manager,Fortune India 500 Company in FMCG,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,10 Days Ago
Data Science Lead,Large Retail Corporate,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,1 Day Ago
,,15-24 Yrs,Not disclosed,Bangalore/Bengaluru,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,8 Days Ago
,,2-5 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,1 Day Ago
,,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,Few Hours Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,4-8 Yrs,Not disclosed,Noida,Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,28 Days Ago
Senior Data Science Analyst,Alliance Data,4-8 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,7 Days Ago
Data Science - Senior Data Scientist,Paytm,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,4 Days Ago
Senior Manager-Data Science,Resy,4-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,https://www.naukri.com/job-listings-data-science-engineer-cognisure-pune-bangalore-bengaluru-7-to-10-years-261023501559,1 Day Ago
Data Science Specialist,Brunel,3-6 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-senior-analyst-data-science-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-5-to-8-years-161023501004,11 Days Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,3-8 Yrs,Unpaid,Hyderabad/Secunderabad,Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,https://www.naukri.com/job-listings-data-science-domain-manager-coursera-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-7-to-11-years-101023500825,17 Days Ago
Advance Analytical and Data Sciences -Manager,G R Infraprojects,5-8 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Data ModelingPythonSQlDataData analysisScienceModelingData Science,https://www.naukri.com/job-listings-senior-divisional-manager-data-science-tvs-motor-company-bangalore-bengaluru-8-to-12-years-251023500863,2 Days Ago
Senior Analyst Data Science,Pepsi Foods,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,https://www.naukri.com/job-listings-data-science-consultant-jda-software-bangalore-bengaluru-5-to-10-years-231023500813,4 Days Ago
Data Science Engineer,Cognisure,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-data-science-analytics-professional-onetick-technologies-faridabad-2-to-4-years-231023500974,4 Days Ago
"Senior Analyst, Data Science",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementCareer developmentOperations researchData modelingAnalyticalRelationship buildingMachine learningSQL,https://www.naukri.com/job-listings-head-data-science-leading-company-mumbai-delhi-hector-and-streak-consulting-delhi-ncr-mumbai-all-areas-15-to-24-years-181023007371,1 Day Ago
Data Science Domain Manager,Coursera,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,Change managementSASCodingData miningPythonRstatistic techniquesDebugging,https://www.naukri.com/job-listings-data-science-analyst-celersoft-hyderabad-secunderabad-telangana-2-to-5-years-221023002040,5 Days Ago
Senior Divisional Manager- Data Science,TVS Motor,5-8 Yrs,Not disclosed,Faridabad,Data analysisdata scienceAnalyticalPredictive modelingRisk managementData miningForecastingFinancial services,https://www.naukri.com/job-listings-senior-data-analyst-data-science-trigyn-technologies-spain-5-to-10-years-041023008692,23 Days Ago
Data Science Consultant,Blue Yonder,7-11 Yrs,Not disclosed,"Delhi / NCR, Mumbai (All Areas)",Data analysisEDCRisk assessmentrisk modelingMachine learningData processingmodel developmentFinancial services,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-gurgaon-gurugram-4-to-8-years-261023500868,1 Day Ago
Data Science & Analytics Professional,Onetick Technologies,8-12 Yrs,Not disclosed,Remote,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-manager-digital-product-analytics-data-science-resy-gurgaon-gurugram-4-to-8-years-231023500954,4 Days Ago
Head Data Science -Leading Company - Mumbai / Delhi,Hector And Streak Consulting,5-10 Yrs,Not disclosed,Remote,data scienceCodingpower biPythonDataScienceBi,https://www.naukri.com/job-listings-data-science-intern-slice-bangalore-bengaluru-0-to-1-years-271023501001,Starts in 1-3 months
Data Science Analyst,Celersoft,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,Data Sciencedata analyticsSASData miningPythonRNLPMachine learning,,10 Days Ago
Senior Data Analyst (Data Science),Trigyn Technologies,15-24 Yrs,Not disclosed,Gurgaon/Gurugram,Advanced Statistical AnalysisData Governance and Quality AssuranceMachine Learning and AIData Analysis and VisualizationManagementQuality assuranceArtificial IntelligenceData Visualization,,1 Day Ago
Senior Manager - Data Science,AMERICAN EXPRESS,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Statistical programmingData analysisAutomationAnalyticalMachine learningAgileOpen sourceSQL,,8 Days Ago
Manager - Digital Product Analytics [Data Science],Resy,5-10 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",NoSQLManager Quality AssuranceGCPMachine learningSCALAData processingData qualityAnalytics,,1 Day Ago
Data Science - Intern,Slice,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisdata scienceAnalyticalMachine learningHTMLMonitoringFinancial servicesSQL,,Few Hours Ago
Data Scientist Manager,Fortune India 500 Company in FMCG,4-8 Yrs,Not disclosed,Noida,Computer scienceContent strategyData analysisUsagedata scienceArtificial IntelligenceMachine learningData analytics,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-3-years-270823902270,28 Days Ago
Data Science Lead,Large Retail Corporate,1-3 Yrs,18-22.5 Lacs PA,Gurgaon/Gurugram,deep learningdata scienceGCPNeural networksMachine learningCloudData processingSubject Matter Expert,https://www.naukri.com/job-listings-senior-data-science-analyst-alliancedata-bangalore-bengaluru-4-to-9-years-261023501426,7 Days Ago
,,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Supply chainOperations researchNoSQLdata sciencecassandraMachine learningMATLABSQL,https://www.naukri.com/job-listings-data-science-senior-data-scientist-paytm-noida-3-to-6-years-191023500927,4 Days Ago
,,3-6 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Cloud computingStatistical modelingExceldata scienceMachine learningcloud storagedigital transformationAnalytics,https://www.naukri.com/job-listings-senior-manager-data-science-resy-gurgaon-gurugram-3-to-8-years-261023501385,1 Day Ago
,,3-8 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",Data SciencepythonPyTorchArtificial IntelligenceLarge language ManagementMachine LearningTensorFlowIntelligence,https://www.naukri.com/job-listings-data-science-specialist-brunel-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-271023501355,11 Days Ago
GN - Strategy - MC - T&O - NLP Data Science - Analyst,Accenture,5-8 Yrs,Unpaid,Hyderabad/Secunderabad,Data ModelingPythonSQlDataData analysisScienceModelingData Science,https://www.naukri.com/job-listings-gn-strategy-mc-t-o-nlp-data-science-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-1-to-4-years-260823904874,17 Days Ago
Senior Data Science Analyst,Alliance Data,1-4 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",Data ScienceData MartArtificial IntelligenceData CurationData MiningData VisualizationData AnalyticsMachine Learning,https://www.naukri.com/job-listings-advance-analytical-and-data-sciences-manager-g-r-infraprojects-gurgaon-gurugram-haryana-6-to-10-years-201023006747,2 Days Ago
Data Science - Senior Data Scientist,Paytm,6-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Text miningCareer developmentdata scienceFinanceMachine learningData miningStakeholder managementSQL,https://www.naukri.com/job-listings-senior-analyst-data-science-pepsi-foods-priv-limited-hyderabad-secunderabad-8-to-10-years-231023501879,4 Days Ago
