Job_Titles,Company_Names,Experience_Required,Package_Details,Locations,Skills,Post_Url,Post_Time
Solution Architect Presale Basis,T-systems Ict India,10-15 Yrs,Not disclosed,Pune,Solution designTechnical managementProject managementIT infrastructureProblem managementInfrastructure ArchitectBusiness modelingData analytics,https://www.naukri.com/job-listings-solution-architect-presale-basis-t-systems-ict-india-pvt-ltd-pune-8-to-12-years-211023500152,6 Days Ago
Citrix Architect,T-systems Ict India,5-10 Yrs,Not disclosed,Pune,Costing AnalysisExcel PowerpointCorporate StrategyCorporate PlanningResearch AnalysisCompetitive IntelligenceData Analytics/MiningProfit & Loss Analysis,https://www.naukri.com/job-listings-citrix-architect-t-systems-ict-india-pvt-ltd-pune-10-to-15-years-211023500135,6 Days Ago
Executive Assistant To Chairman,KP Group,3-6 Yrs,Not disclosed,"Surat, Gujarat",Data analysisManager Quality AssuranceFinancial reportingCodingdata securityFinanceDebuggingRegulatory compliance,https://www.naukri.com/job-listings-executive-assistant-to-chairman-kp-group-surat-gujarat-5-to-10-years-211023003736,7 Days Ago
Software Engineer,Airtel Africa,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisManager Quality AssuranceFinancial reportingCodingdata securityFinanceSoftware Engineer IIDebugging,https://www.naukri.com/job-listings-software-engineer-airtel-africa-gurgaon-gurugram-3-to-6-years-200923500028,30+ Days Ago
Software Engineer II,Airtel Africa,0-4 Yrs,Not disclosed,Gurgaon/Gurugram,BPOC++IllustratorArtificial IntelligenceMachine learningSCALAData processingPhotoshop,https://www.naukri.com/job-listings-software-engineer-ii-airtel-africa-gurgaon-gurugram-3-to-6-years-200923500027,30+ Days Ago
Machine Learning Engineer,Mantras2Success Consultants,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Data managementProject managementProcess improvementPharmaBusiness analyticsAnalyticalHealthcareMS Office,https://www.naukri.com/job-listings-machine-learning-engineer-mantras2success-consultants-hyderabad-secunderabad-0-to-4-years-191222501864,30+ Days Ago
LCCI Business Insights & Analytics,Eli Lilly And Company,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,software architectureStatistical analysisdata scienceData modelingAnalyticalMachine learningData structuresResearch,https://www.naukri.com/job-listings-lcci-business-insights-analytics-eli-lilly-and-company-bangalore-bengaluru-3-to-5-years-181023501961,9 Days Ago
Machine Learning Developer,Ascendion Engineering,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Computer sciencesoftware architecturedata scienceData modelingAnalyticalArtificial IntelligenceMachine learningProgramming,https://www.naukri.com/job-listings-machine-learning-developer-ascendion-bangalore-bengaluru-2-to-6-years-100423500274,30+ Days Ago
ML Engineer,Copperpod Digital,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data analysisData validationExcelBusiness analysisBusiness analyticsAnalyticalMySQLUser acceptance testing,https://www.naukri.com/job-listings-ml-engineer-copperpod-digital-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-5-years-060423501641,30+ Days Ago
Tableau Manager,Globiva,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisStatistical modelingMISBusiness analyticsMySQLdata visualizationVBBusiness intelligence,https://www.naukri.com/job-listings-tableau-manager-globiva-gurgaon-gurugram-4-to-9-years-050523501291,30+ Days Ago
Manager Reporting / MIS,Globiva,0-1 Yrs,Not disclosed,Gurgaon/Gurugram,excelprocess consultingsales processtallyConsultingSalesProcess,https://www.naukri.com/job-listings-manager-reporting-mis-globiva-gurgaon-gurugram-6-to-11-years-050523501288,30+ Days Ago
Process Consultant,Ambit Collective Llp,3-8 Yrs,2-2.5 Lacs PA,Delhi / NCR,Customer life cycle managementData analysisProduct engineeringAnalyticalCategory managementHealthcareCustomer experienceProduct marketing,https://www.naukri.com/job-listings-process-consultant-ambit-collective-llp-delhi-ncr-0-to-1-years-010923009921,22 Days Ago
Product Marketing Manager,The Orange Health,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Performance EngineeringGolangJavaC++Dot Netperformance testingGatlingJMeter,https://www.naukri.com/job-listings-product-marketing-manager-the-orange-health-bangalore-bengaluru-3-to-8-years-281222501403,30+ Days Ago
Performance Engineer,Brainamaze,1-6 Yrs,Not disclosed,"Navi Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",pharmaceuticaldata analysisproduct supportdata validationanalyticalresearch analysismarket researchsales,https://www.naukri.com/job-listings-performance-engineer-brainamaze-pvt-ltd-navi-mumbai-gurgaon-gurugram-bangalore-bengaluru-4-to-7-years-271023904251,1 Day Ago
Senior Product Support Associate,Medline India Pvt Ltd,5-7 Yrs,5-8.5 Lacs PA,Pune,User researchStakeholder EngagementData analysisSalesProject managementCustomer serviceCustomer experienceAnalytics,https://www.naukri.com/job-listings-senior-product-support-associate-medline-india-pvt-ltd-pune-1-to-6-years-271023010935,1 Day Ago
Manager - Test Ride,TVS Motor,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisLMSData collectionSPSSStrategy developmentProgramme implementationTechnical supportQuest,https://www.naukri.com/job-listings-manager-test-ride-tvs-motor-company-bangalore-bengaluru-5-to-7-years-251023500821,2 Days Ago
Monitoring and Evaluation Officer,Quest Alliance,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Relationship managementSupply chainAutomationData analysisSASBusiness analyticsData miningFreight,https://www.naukri.com/job-listings-monitoring-and-evaluation-officer-questalliance-bangalore-bengaluru-1-to-5-years-251023500123,3 Days Ago
Sr. Supply Chain Specialist,Shipbob,0-1 Yrs,Not disclosed,Gurgaon/Gurugram,Advertising ManagementBrandingBusiness AnalysisMarketingCommunication SkillsMarketing StrategyConfidence BuildingCampaigns,https://www.naukri.com/job-listings-sr-supply-chain-specialist-shipbob-inc-gurgaon-gurugram-5-to-10-years-250923500573,30+ Days Ago
Urgent Hiring For Brand Marketing Specialist!!! Apply NOW,Mayank Singh,0-1 Yrs,3-6 Lacs PA,Bangalore/Bengaluru(100 Feet Road),Non Technical RecruitmentEngineeringTeam SkillsEntrepreneurshipBusiness DevelopmentLeadershipCustomer ServiceTime Management,https://www.naukri.com/job-listings-urgent-hiring-for-brand-marketing-specialist-apply-now-mayank-singh-bangalore-bengaluru-0-to-1-years-250223003351,18 Days Ago
Entrepreneurship Opportunities For All Graduate & Post Graduate,Mayank Singh,7-12 Yrs,3-6 Lacs PA,Bangalore/Bengaluru(Indira Nagar),Customer life cycle managementData analysisProduct engineeringInterpersonal skillsAnalyticalHealthcareCustomer experienceManagement,https://www.naukri.com/job-listings-entrepreneurship-opportunities-for-all-graduate-post-graduate-mayank-singh-bangalore-bengaluru-0-to-1-years-250123009762,18 Days Ago
Category Manager - Prescription,The Orange Health,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,TrainingRoot cause analysisData analysisManager Quality AssuranceProcess improvementFunctional testingcompliance monitoringPerformance testing,https://www.naukri.com/job-listings-category-manager-prescription-the-orange-health-bangalore-bengaluru-7-to-12-years-240323500419,30+ Days Ago
Junior Quality Engineer,Millennium Aero Dynamics,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,Preferred is SalesforceAgileScrumCommunicationTechnologyCommunication skillsSalesforceFTA,https://www.naukri.com/job-listings-junior-quality-engineer-millennium-aero-dynamics-pvt-ltd-bangalore-bengaluru-1-to-4-years-231023501102,4 Days Ago
Frontline Technology Associate (FTA),Goprac,3-5 Yrs,1-2.5 Lacs PA,"Bangalore/ Bengaluru, Karnataka",C++Data analysisAnalyticalArtificial IntelligenceMachine learningCloudResource managementDistribution system,https://www.naukri.com/job-listings-frontline-technology-associate-fta-goprac-bangalore-bengaluru-karnataka-0-to-1-years-221023001467,5 Days Ago
Software Engineering PMTS,Salesforce,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisBusiness AnalystHardwareResearchBusiness analysisAnalysisDataHardware engineering,https://www.naukri.com/job-listings-software-engineering-pmts-salesforce-hyderabad-secunderabad-3-to-5-years-201023501796,7 Days Ago
Hardware engineer,Digital Vidya,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisProject estimationProject managementAnalyticalProgrammingData processingProject planningResearch,https://www.naukri.com/job-listings-hardware-engineer-digital-vidya-gurgaon-gurugram-1-to-4-years-180923500817,30+ Days Ago
Team Leader - Software,SLK Software,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisWorkforce managementData managementResource allocationWorkforce planningSchedulingBusiness intelligenceForecasting,https://www.naukri.com/job-listings-team-leader-software-slk-software-services-private-limited-bangalore-bengaluru-3-to-6-years-180923500526,30+ Days Ago
"Manager I, Workforce Planning",Walmart,3-5 Yrs,Not disclosed,Chennai,Customer SupportCustomer EscalationCustomer ExperienceNon Voice ProcessVoice ProcessEmail Processservice complaint and requestChat Process,https://www.naukri.com/job-listings-manager-i-workforce-planning-walmart-labs-chennai-6-to-11-years-161023500790,11 Days Ago
Associate Customer Delight,Zolostays,0-0 Yrs,3-4 Lacs PA,Bangalore/Bengaluru,Data analysisSalesWeb technologiesAnalyticalPsychologyConsumer insightsManager TechnologySEO,https://www.naukri.com/job-listings-associate-customer-delight-zolostays-bangalore-bengaluru-0-to-4-years-111023006333,2 Days Ago
Product Manager - Growth,Cure.Fit,4-6 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",MechatronicsAutomationPLCRobot ProgrammingSCADAIndustrial AutomationHMIElectronics,https://www.naukri.com/job-listings-product-manager-growth-cure-fit-bangalore-bengaluru-3-to-5-years-110923501132,30+ Days Ago
Graduate Engineer Trainee,Omron Asia Pacific,8-12 Yrs,1-2.5 Lacs PA,Bangalore/Bengaluru,TelecomData analysisExcelLinuxAnalyticalShell scriptingDebuggingBilling,https://www.naukri.com/job-listings-graduate-engineer-trainee-omron-asia-pacific-pune-maharashtra-bangalore-bengaluru-karnataka-0-to-0-years-081222011956,5 Days Ago
Senior Software Engineer (PLSQL Developer ),Tangoe,5-6 Yrs,Not disclosed,"Greater Noida, Bangalore/Bengaluru",Data analysisSAPPrototypeProject managementPower transmissionCADMaterial selectionMS Office,https://www.naukri.com/job-listings-senior-software-engineer-plsql-developer-tangoe-india-softek-services-pvt-bangalore-bengaluru-4-to-6-years-060923501215,30+ Days Ago
Senior Engineer - Mechanical,Stanley Black Decker India Ltd.,6-11 Yrs,Not disclosed,"Greater Noida, Bangalore/Bengaluru",Data analysisSAPPrototypeProject managementPower transmissionCADMaterial selectionMS Office,https://www.naukri.com/job-listings-senior-engineer-mechanical-stanley-black-decker-india-ltd-greater-noida-bangalore-bengaluru-8-to-12-years-051023500336,22 Days Ago
Engineer - Mechanical,Stanley Black Decker India Ltd.,2-3 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisStatistical modelingMISBusiness analyticsMySQLdata visualizationVBBusiness intelligence,https://www.naukri.com/job-listings-engineer-mechanical-stanley-black-decker-india-ltd-greater-noida-bangalore-bengaluru-5-to-6-years-051023500333,22 Days Ago
Manager Reporting/MIS,Globiva,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,C++Data analysisSemiconductorLinuxAerospaceHealthcareMonitoringAutomotive,https://www.naukri.com/job-listings-manager-reporting-mis-globiva-soft-gurgaon-gurugram-6-to-11-years-031121500885,30+ Days Ago
Embedded QA Automation Engineer,Cyient,4-9 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisPDFCapital IQFinancial analysisBusiness analysisMISAnalyticalConsulting,https://www.naukri.com/job-listings-embedded-qa-automation-engineer-cyient-limited-bangalore-bengaluru-2-to-3-years-030823501300,30+ Days Ago
Sr. Associate/Delivery Lead Strategy Research,Cians Analytics,3-8 Yrs,Not disclosed,Gurgaon/Gurugram,Data analysisNPDConsumer insightsCost analysisProcess managementTestingConsumer InsightCost,https://www.naukri.com/job-listings-sr-associate-delivery-lead-strategy-research-cians-analytics-gurgaon-gurugram-5-to-7-years-030823500400,30+ Days Ago
Assistant Manager - NPD,Acme Services,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,Operations managementAssociate OperationsData analysisTime managementMarket researchProduct salesHTMLCompetitive intelligence,https://www.naukri.com/job-listings-assistant-manager-npd-acme-services-gurgaon-gurugram-4-to-9-years-300823500896,30+ Days Ago
Operations Associate - Founders office,Growtomation,5-7 Yrs,Not disclosed,Gurgaon/Gurugram,TrainingData analysisInterpersonal skillsHealthcareHTTPHRSupervisionAnalysis,https://www.naukri.com/job-listings-operations-associate-founders-office-growtomation-gurgaon-gurugram-3-to-8-years-300623501748,30+ Days Ago
PSG Technologist,Sleep Cure Solutions,5-10 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana(Sohna Road)",Client CoordinationTraining And DevelopmentCustomer InteractionTeam LeadershipClaims ProcessingComplianceData AnalysisQuality Assurance,https://www.naukri.com/job-listings-psg-technologist-sleep-cure-solutions-pvt-ltd-gurgaon-gurugram-5-to-10-years-290923500740,28 Days Ago
Manager - Insurance Claims Department,Eexpedise Healthcare,5-9 Yrs,5-7 Lacs PA,Mumbai (All Areas),sql azureData Analysismicrosoft azureazure databricksdata warehousingssisAnalysisMicrosoft,https://www.naukri.com/job-listings-manager-insurance-claims-department-eexpedise-healthcare-private-limited-gurgaon-gurugram-haryana-5-to-7-years-290923006576,28 Days Ago
BIU-Finance - Azure Developer,Hdfc Bank,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,Process designData analysisInterpersonal skillsCodingProduct innovationInvestment managementStakeholder managementSolution Architect,https://www.naukri.com/job-listings-biu-finance-azure-developer-hdfc-bank-mumbai-all-areas-5-to-10-years-280823003604,6 Days Ago
"Solution Architect , Forward Deployed",Arcesium,6-8 Yrs,Not disclosed,Pune,Object oriented designPerformance tuningData analysisSOARDBMSUnit testingOracleServer architecture,https://www.naukri.com/job-listings-solution-architect-forward-deployed-arcesium-india-private-limited-gurgaon-gurugram-5-to-9-years-280723502058,30+ Days Ago
"Developer, SQL Server",ABS Tech Consulting Company,0-1 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana",HRBP,https://www.naukri.com/job-listings-developer-sql-server-abs-tech-consulting-company-pune-6-to-11-years-271023500884,1 Day Ago
HRP,Espire Infolabs,4-9 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana, Delhi / NCR",Digital TransformationPresentation SkillsExcelManagementProduct managementPresentationTransformationDigital,https://www.naukri.com/job-listings-hrp-espire-infolabs-gurgaon-gurugram-haryana-6-to-8-years-271023013598,1 Day Ago
Product Manager,PNB Housing,2-7 Yrs,12-18 Lacs PA,Ahmedabad(Thaltej),Internal ControlAccounting StandardsInternal AuditSAP ERPIncome TaxData AnalysisGSTProcess Audit,https://www.naukri.com/job-listings-product-manager-pnb-housing-gurgaon-gurugram-haryana-delhi-ncr-3-to-8-years-271023009251,1 Day Ago
GBC: Audit Executive For Ahmedabad Based CA Firm,G B & Co.,4-10 Yrs,1.5-6 Lacs PA,Gurgaon/Gurugram,LoansData analysisComplianceUnderwritingMS OfficeSeniorAnalysisData,https://www.naukri.com/job-listings-gbc-audit-executive-for-ahmedabad-based-ca-firm-g-b-co-ahmedabad-0-to-1-years-270923006485,30+ Days Ago
Senior Underwriting Support Specialist,Mozaiq,2-3 Yrs,Not disclosed,Gurgaon/Gurugram,LoansData analysisComplianceMortgageUnderwritingMS OfficeAnalysisData,https://www.naukri.com/job-listings-senior-underwriting-support-specialist-mozaiq-gurgaon-gurugram-4-to-9-years-270723502275,30+ Days Ago
Junior Underwriting Support Specialist,Mozaiq,1-2 Yrs,Not disclosed,Gurgaon/Gurugram,tableauData analysisPublishingWeb servicesXMLAnalyticalJSONStored procedures,https://www.naukri.com/job-listings-junior-underwriting-support-specialist-mozaiq-gurgaon-gurugram-2-to-7-years-270723502274,30+ Days Ago
Senior BI Developer Tableau,Glan Management Consultancy,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,Product qualityAutomationData analysisfarm managementChip designArtificial IntelligenceDebuggingOperations,https://www.naukri.com/job-listings-senior-bi-developer-tableau-glan-management-consultancy-gurgaon-gurugram-4-to-10-years-270622501650,30+ Days Ago
"R&D Engineer, Sr II",Synopsys,2-7 Yrs,Not disclosed,"Mumbai, Pune",Analytical skillsCommodity MarketsData analysisAutomationCodingFinanceAgile methodologyAnalytics,https://www.naukri.com/job-listings-r-d-engineer-sr-ii-synopsys-india-private-limited-hyderabad-secunderabad-2-to-3-years-261023501412,1 Day Ago
Retainer,Crisil,4-9 Yrs,Not disclosed,Pune,Data analysisSASEquity researchAnalyticalConsultingResearch AnalystRisk managementBusiness intelligence,https://www.naukri.com/job-listings-retainer-crisil-mumbai-pune-1-to-2-years-261023500966,1 Day Ago
